0,
9.30838,
2.32718,
-6.9812,
-4.65437,
4.65401,
6.98155,
-2.32683,
-9.30874,
-0.000356927,
9.30803,
2.32754,
-6.98084,
-4.65473,
4.65366,
6.98191,
-2.32647,
-9.3091,
-0.000713854,
9.30767,
2.3279,
-6.98048,
-4.65508,
4.6533,
6.98227,
-2.32611,
-9.30945,
-0.00107078,
9.30731,
2.32826,
-6.98013,
-4.65544,
4.65294,
6.98263,
-2.32576,
-9.30981,
-0.00142771,
9.30696,
2.32861,
-6.97977,
-4.6558,
4.65259,
6.98298,
-2.3254,
-9.31017,
-0.00178463,
9.3066,
2.32897,
-6.97941,
-4.65615,
4.65223,
6.98334,
-2.32504,
-9.31052,
-0.00214156,
9.30624,
2.32933,
-6.97906,
-4.65651,
4.65187,
6.9837,
-2.32469,
-9.31088,
-0.00249849,
9.30588,
2.32968,
-6.9787,
-4.65687,
4.65151,
6.98405,
-2.32433,
-9.31124,
-0.00285542,
9.30553,
2.33004,
-6.97834,
-4.65723,
4.65116,
6.98441,
-2.32397,
-9.3116,
-0.00321234,
9.30517,
2.3304,
-6.97799,
-4.65758,
4.6508,
6.98477,
-2.32362,
-9.31195,
-0.00356927,
9.30481,
2.33075,
-6.97763,
-4.65794,
4.65044,
6.98512,
-2.32326,
-9.31231,
-0.0039262,
9.30446,
2.33111,
-6.97727,
-4.6583,
4.65009,
6.98548,
-2.3229,
-9.31267,
-0.00428312,
9.3041,
2.33147,
-6.97691,
-4.65865,
4.64973,
6.98584,
-2.32254,
-9.31302,
-0.00464005,
9.30374,
2.33183,
-6.97656,
-4.65901,
4.64937,
6.9862,
-2.32219,
-9.31338,
-0.00499698,
9.30339,
2.33218,
-6.9762,
-4.65937,
4.64902,
6.98655,
-2.32183,
-9.31374,
-0.0053539,
9.30303,
2.33254,
-6.97584,
-4.65972,
4.64866,
6.98691,
-2.32147,
-9.31409,
-0.00571083,
9.30267,
2.3329,
-6.97549,
-4.66008,
4.6483,
6.98727,
-2.32112,
-9.31445,
-0.00606776,
9.30232,
2.33325,
-6.97513,
-4.66044,
4.64795,
6.98762,
-2.32076,
-9.31481,
-0.00642469,
9.30196,
2.33361,
-6.97477,
-4.66079,
4.64759,
6.98798,
-2.3204,
-9.31516,
-0.00678161,
9.3016,
2.33397,
-6.97442,
-4.66115,
4.64723,
6.98834,
-2.32005,
-9.31552,
-0.00713854,
9.30124,
2.33432,
-6.97406,
-4.66151,
4.64687,
6.98869,
-2.31969,
-9.31588,
-0.00749547,
9.30089,
2.33468,
-6.9737,
-4.66187,
4.64652,
6.98905,
-2.31933,
-9.31624,
-0.00785239,
9.30053,
2.33504,
-6.97335,
-4.66222,
4.64616,
6.98941,
-2.31898,
-9.31659,
-0.00820932,
9.30017,
2.33539,
-6.97299,
-4.66258,
4.6458,
6.98976,
-2.31862,
-9.31695,
-0.00856625,
9.29982,
2.33575,
-6.97263,
-4.66294,
4.64545,
6.99012,
-2.31826,
-9.31731,
-0.00892317,
9.29946,
2.33611,
-6.97227,
-4.66329,
4.64509,
6.99048,
-2.3179,
-9.31766,
-0.0092801,
9.2991,
2.33647,
-6.97192,
-4.66365,
4.64473,
6.99084,
-2.31755,
-9.31802,
-0.00963703,
9.29875,
2.33682,
-6.97156,
-4.66401,
4.64438,
6.99119,
-2.31719,
-9.31838,
-0.00999395,
9.29839,
2.33718,
-6.9712,
-4.66436,
4.64402,
6.99155,
-2.31683,
-9.31873,
-0.0103509,
9.29803,
2.33754,
-6.97085,
-4.66472,
4.64366,
6.99191,
-2.31648,
-9.31909,
-0.0107078,
9.29768,
2.33789,
-6.97049,
-4.66508,
4.64331,
6.99226,
-2.31612,
-9.31945,
-0.0110647,
9.29732,
2.33825,
-6.97013,
-4.66543,
4.64295,
6.99262,
-2.31576,
-9.3198,
-0.0114217,
9.29696,
2.33861,
-6.96978,
-4.66579,
4.64259,
6.99298,
-2.31541,
-9.32016,
-0.0117786,
9.2966,
2.33896,
-6.96942,
-4.66615,
4.64223,
6.99333,
-2.31505,
-9.32052,
-0.0121355,
9.29625,
2.33932,
-6.96906,
-4.66651,
4.64188,
6.99369,
-2.31469,
-9.32088,
-0.0124924,
9.29589,
2.33968,
-6.96871,
-4.66686,
4.64152,
6.99405,
-2.31434,
-9.32123,
-0.0128494,
9.29553,
2.34003,
-6.96835,
-4.66722,
4.64116,
6.9944,
-2.31398,
-9.32159,
-0.0132063,
9.29518,
2.34039,
-6.96799,
-4.66758,
4.64081,
6.99476,
-2.31362,
-9.32195,
-0.0135632,
9.29482,
2.34075,
-6.96763,
-4.66793,
4.64045,
6.99512,
-2.31326,
-9.3223,
-0.0139202,
9.29446,
2.34111,
-6.96728,
-4.66829,
4.64009,
6.99548,
-2.31291,
-9.32266,
-0.0142771,
9.29411,
2.34146,
-6.96692,
-4.66865,
4.63974,
6.99583,
-2.31255,
-9.32302,
-0.014634,
9.29375,
2.34182,
-6.96656,
-4.669,
4.63938,
6.99619,
-2.31219,
-9.32337,
-0.0149909,
9.29339,
2.34218,
-6.96621,
-4.66936,
4.63902,
6.99655,
-2.31184,
-9.32373,
-0.0153479,
9.29304,
2.34253,
-6.96585,
-4.66972,
4.63867,
6.9969,
-2.31148,
-9.32409,
-0.0157048,
9.29268,
2.34289,
-6.96549,
-4.67007,
4.63831,
6.99726,
-2.31112,
-9.32444,
-0.0160617,
9.29232,
2.34325,
-6.96514,
-4.67043,
4.63795,
6.99762,
-2.31077,
-9.3248,
-0.0164186,
9.29196,
2.3436,
-6.96478,
-4.67079,
4.63759,
6.99797,
-2.31041,
-9.32516,
-0.0167756,
9.29161,
2.34396,
-6.96442,
-4.67115,
4.63724,
6.99833,
-2.31005,
-9.32552,
-0.0171325,
9.29125,
2.34432,
-6.96407,
-4.6715,
4.63688,
6.99869,
-2.3097,
-9.32587,
-0.0174894,
9.29089,
2.34467,
-6.96371,
-4.67186,
4.63652,
6.99904,
-2.30934,
-9.32623,
-0.0178463,
9.29054,
2.34503,
-6.96335,
-4.67222,
4.63617,
6.9994,
-2.30898,
-9.32659,
-0.0182033,
9.29018,
2.34539,
-6.96299,
-4.67257,
4.63581,
6.99976,
-2.30862,
-9.32694,
-0.0185602,
9.28982,
2.34575,
-6.96264,
-4.67293,
4.63545,
7.00012,
-2.30827,
-9.3273,
-0.0189171,
9.28947,
2.3461,
-6.96228,
-4.67329,
4.6351,
7.00047,
-2.30791,
-9.32766,
-0.0192741,
9.28911,
2.34646,
-6.96192,
-4.67364,
4.63474,
7.00083,
-2.30755,
-9.32801,
-0.019631,
9.28875,
2.34682,
-6.96157,
-4.674,
4.63438,
7.00119,
-2.3072,
-9.32837,
-0.0199879,
9.2884,
2.34717,
-6.96121,
-4.67436,
4.63403,
7.00154,
-2.30684,
-9.32873,
-0.0203448,
9.28804,
2.34753,
-6.96085,
-4.67471,
4.63367,
7.0019,
-2.30648,
-9.32908,
-0.0207018,
9.28768,
2.34789,
-6.9605,
-4.67507,
4.63331,
7.00226,
-2.30613,
-9.32944,
-0.0210587,
9.28732,
2.34824,
-6.96014,
-4.67543,
4.63295,
7.00261,
-2.30577,
-9.3298,
-0.0214156,
9.28697,
2.3486,
-6.95978,
-4.67579,
4.6326,
7.00297,
-2.30541,
-9.33016,
-0.0217725,
9.28661,
2.34896,
-6.95943,
-4.67614,
4.63224,
7.00333,
-2.30506,
-9.33051,
-0.0221295,
9.28625,
2.34931,
-6.95907,
-4.6765,
4.63188,
7.00368,
-2.3047,
-9.33087,
-0.0224864,
9.2859,
2.34967,
-6.95871,
-4.67686,
4.63153,
7.00404,
-2.30434,
-9.33123,
-0.0228433,
9.28554,
2.35003,
-6.95835,
-4.67721,
4.63117,
7.0044,
-2.30398,
-9.33158,
-0.0232003,
9.28518,
2.35039,
-6.958,
-4.67757,
4.63081,
7.00476,
-2.30363,
-9.33194,
-0.0235572,
9.28483,
2.35074,
-6.95764,
-4.67793,
4.63046,
7.00511,
-2.30327,
-9.3323,
-0.0239141,
9.28447,
2.3511,
-6.95728,
-4.67828,
4.6301,
7.00547,
-2.30291,
-9.33265,
-0.024271,
9.28411,
2.35146,
-6.95693,
-4.67864,
4.62974,
7.00583,
-2.30256,
-9.33301,
-0.024628,
9.28376,
2.35181,
-6.95657,
-4.679,
4.62939,
7.00618,
-2.3022,
-9.33337,
-0.0249849,
9.2834,
2.35217,
-6.95621,
-4.67935,
4.62903,
7.00654,
-2.30184,
-9.33372,
-0.0253418,
9.28304,
2.35253,
-6.95586,
-4.67971,
4.62867,
7.0069,
-2.30149,
-9.33408,
-0.0256987,
9.28268,
2.35288,
-6.9555,
-4.68007,
4.62831,
7.00725,
-2.30113,
-9.33444,
-0.0260557,
9.28233,
2.35324,
-6.95514,
-4.68043,
4.62796,
7.00761,
-2.30077,
-9.3348,
-0.0264126,
9.28197,
2.3536,
-6.95479,
-4.68078,
4.6276,
7.00797,
-2.30042,
-9.33515,
-0.0267695,
9.28161,
2.35395,
-6.95443,
-4.68114,
4.62724,
7.00832,
-2.30006,
-9.33551,
-0.0271264,
9.28126,
2.35431,
-6.95407,
-4.6815,
4.62689,
7.00868,
-2.2997,
-9.33587,
-0.0274834,
9.2809,
2.35467,
-6.95371,
-4.68185,
4.62653,
7.00904,
-2.29934,
-9.33622,
-0.0278403,
9.28054,
2.35503,
-6.95336,
-4.68221,
4.62617,
7.0094,
-2.29899,
-9.33658,
-0.0281972,
9.28019,
2.35538,
-6.953,
-4.68257,
4.62582,
7.00975,
-2.29863,
-9.33694,
-0.0285542,
